participant_id,trial_number,trial_id,domain,probability,gain,loss,certain_amount,certain_offset,is_dominance_check,choice,age_group,education,quant_background
P031,25,8,gain,0.5,100,0,50.0,0.0,False,gamble,18-24,undergraduate,no
P036,32,19,loss,0.1,0,100,-20.0,10.0,False,certain,18-24,postgraduate,yes
P040,11,8,gain,0.5,100,0,50.0,0.0,False,certain,25-34,undergraduate,yes
P043,7,14,gain,0.9,100,0,90.0,0.0,False,gamble,35-44,undergraduate,yes
P022,32,26,loss,0.75,0,100,-65.0,-10.0,False,gamble,18-24,undergraduate,no
P019,15,23,loss,0.5,0,100,-40.0,-10.0,False,gamble,18-24,other,no
P005,10,28,loss,0.75,0,100,-85.0,10.0,False,gamble,25-34,postgraduate,no
P001,6,21,loss,0.25,0,100,-25.0,0.0,False,gamble,18-24,undergraduate,no
P012,23,15,gain,0.9,100,0,100.0,10.0,False,certain,18-24,other,no
P058,4,27,loss,0.75,0,100,-75.0,0.0,False,certain,25-34,undergraduate,no
P002,19,30,loss,0.9,0,100,-90.0,0.0,False,certain,18-24,postgraduate,no
P058,26,28,loss,0.75,0,100,-85.0,10.0,False,gamble,25-34,undergraduate,no
P033,30,8,gain,0.5,100,0,50.0,0.0,False,gamble,45+,postgraduate,no
P041,9,17,loss,0.1,0,100,0.0,-10.0,False,gamble,18-24,undergraduate,no
P026,2,1,gain,0.1,100,0,0.0,-10.0,False,certain,18-24,undergraduate,yes
P050,12,4,gain,0.25,100,0,15.0,-10.0,False,gamble,45+,undergraduate,yes
P009,11,24,loss,0.5,0,100,-50.0,0.0,False,gamble,18-24,postgraduate,yes
P015,17,10,gain,0.75,100,0,65.0,-10.0,False,certain,18-24,undergraduate,no
P038,23,16,gain,0.5,100,0,120.0,,True,gamble,18-24,postgraduate,no
P015,31,21,loss,0.25,0,100,-25.0,0.0,False,gamble,18-24,undergraduate,no
P041,18,9,gain,0.5,100,0,60.0,10.0,False,certain,18-24,undergraduate,no
P060,5,19,loss,0.1,0,100,-20.0,10.0,False,gamble,25-34,postgraduate,no
P037,9,15,gain,0.9,100,0,100.0,10.0,False,gamble,25-34,undergraduate,no
P002,6,10,gain,0.75,100,0,65.0,-10.0,False,gamble,18-24,postgraduate,no
P010,2,25,loss,0.5,0,100,-60.0,10.0,False,gamble,25-34,undergraduate,yes
P004,31,30,loss,0.9,0,100,-90.0,0.0,False,gamble,18-24,undergraduate,no
P047,19,32,loss,0.5,0,100,0.0,,True,certain,18-24,undergraduate,no
P003,17,7,gain,0.5,100,0,40.0,-10.0,False,certain,18-24,other,yes
P044,20,31,loss,0.9,0,100,-100.0,10.0,False,gamble,45+,undergraduate,no
P055,28,12,gain,0.75,100,0,85.0,10.0,False,certain,18-24,undergraduate,no
P026,5,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,undergraduate,yes
P026,24,27,loss,0.75,0,100,-75.0,0.0,False,gamble,18-24,undergraduate,yes
P007,25,1,gain,0.1,100,0,0.0,-10.0,False,gamble,25-34,undergraduate,yes
P018,11,20,loss,0.25,0,100,-15.0,-10.0,False,certain,35-44,undergraduate,no
P042,16,5,gain,0.25,100,0,25.0,0.0,False,gamble,35-44,undergraduate,yes
P029,30,14,gain,0.9,100,0,90.0,0.0,False,gamble,18-24,postgraduate,yes
P023,3,10,gain,0.75,100,0,65.0,-10.0,False,gamble,18-24,postgraduate,yes
P035,25,2,gain,0.1,100,0,10.0,0.0,False,gamble,18-24,postgraduate,yes
P023,12,28,loss,0.75,0,100,-85.0,10.0,False,certain,18-24,postgraduate,yes
P027,15,16,gain,0.5,100,0,120.0,,True,certain,18-24,undergraduate,no
P056,25,29,loss,0.9,0,100,-80.0,-10.0,False,certain,18-24,undergraduate,yes
P051,23,15,gain,0.9,100,0,100.0,10.0,False,gamble,25-34,undergraduate,yes
P054,28,3,gain,0.1,100,0,20.0,10.0,False,certain,35-44,postgraduate,no
P039,19,20,loss,0.25,0,100,-15.0,-10.0,False,gamble,25-34,undergraduate,no
P045,30,31,loss,0.9,0,100,-100.0,10.0,False,gamble,25-34,undergraduate,no
P003,24,23,loss,0.5,0,100,-40.0,-10.0,False,gamble,18-24,other,yes
P026,1,11,gain,0.75,100,0,75.0,0.0,False,gamble,18-24,undergraduate,yes
P039,13,27,loss,0.75,0,100,-75.0,0.0,False,certain,25-34,undergraduate,no
P024,9,30,loss,0.9,0,100,-90.0,0.0,False,certain,45+,undergraduate,no
P008,27,28,loss,0.75,0,100,-85.0,10.0,False,gamble,18-24,postgraduate,no
P035,29,16,gain,0.5,100,0,120.0,,True,certain,18-24,postgraduate,yes
P032,20,30,loss,0.9,0,100,-90.0,0.0,False,certain,18-24,postgraduate,yes
P026,25,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,undergraduate,yes
P048,8,28,loss,0.75,0,100,-85.0,10.0,False,gamble,18-24,other,yes
P005,21,25,loss,0.5,0,100,-60.0,10.0,False,gamble,25-34,postgraduate,no
P016,20,16,gain,0.5,100,0,120.0,,True,gamble,18-24,undergraduate,no
P036,8,1,gain,0.1,100,0,0.0,-10.0,False,gamble,18-24,postgraduate,yes
P021,21,29,loss,0.9,0,100,-80.0,-10.0,False,certain,35-44,undergraduate,yes
P010,31,28,loss,0.75,0,100,-85.0,10.0,False,gamble,25-34,undergraduate,yes
P020,7,8,gain,0.5,100,0,50.0,0.0,False,certain,18-24,undergraduate,no
P052,3,30,loss,0.9,0,100,-90.0,0.0,False,certain,45+,undergraduate,yes
P019,22,28,loss,0.75,0,100,-85.0,10.0,False,gamble,18-24,other,no
P054,27,15,gain,0.9,100,0,100.0,10.0,False,gamble,35-44,postgraduate,no
P036,21,30,loss,0.9,0,100,-90.0,0.0,False,gamble,18-24,postgraduate,yes
P057,19,15,gain,0.9,100,0,100.0,10.0,False,gamble,18-24,postgraduate,no
P030,11,22,loss,0.25,0,100,-35.0,10.0,False,certain,35-44,undergraduate,no
P054,4,24,loss,0.5,0,100,-50.0,0.0,False,certain,35-44,postgraduate,no
P026,17,16,gain,0.5,100,0,120.0,,True,gamble,18-24,undergraduate,yes
P012,10,14,gain,0.9,100,0,90.0,0.0,False,certain,18-24,other,no
P022,21,27,loss,0.75,0,100,-75.0,0.0,False,certain,18-24,undergraduate,no
P032,15,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,postgraduate,yes
P019,4,31,loss,0.9,0,100,-100.0,10.0,False,gamble,18-24,other,no
P002,3,32,loss,0.5,0,100,0.0,,True,certain,18-24,postgraduate,no
P035,7,25,loss,0.5,0,100,-60.0,10.0,False,certain,18-24,postgraduate,yes
P031,32,11,gain,0.75,100,0,75.0,0.0,False,gamble,18-24,undergraduate,no
P043,2,20,loss,0.25,0,100,-15.0,-10.0,False,certain,35-44,undergraduate,yes
P004,29,32,loss,0.5,0,100,0.0,,True,certain,18-24,undergraduate,no
P032,4,29,loss,0.9,0,100,-80.0,-10.0,False,gamble,18-24,postgraduate,yes
P029,12,27,loss,0.75,0,100,-75.0,0.0,False,certain,18-24,postgraduate,yes
P059,31,1,gain,0.1,100,0,0.0,-10.0,False,gamble,25-34,postgraduate,no
P020,13,19,loss,0.1,0,100,-20.0,10.0,False,certain,18-24,undergraduate,no
P054,31,8,gain,0.5,100,0,50.0,0.0,False,gamble,35-44,postgraduate,no
P057,18,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,postgraduate,no
P002,9,24,loss,0.5,0,100,-50.0,0.0,False,certain,18-24,postgraduate,no
P005,26,21,loss,0.25,0,100,-25.0,0.0,False,gamble,25-34,postgraduate,no
P054,25,14,gain,0.9,100,0,90.0,0.0,False,certain,35-44,postgraduate,no
P013,26,29,loss,0.9,0,100,-80.0,-10.0,False,certain,18-24,postgraduate,yes
P055,29,24,loss,0.5,0,100,-50.0,0.0,False,certain,18-24,undergraduate,no
P028,23,6,gain,0.25,100,0,35.0,10.0,False,certain,18-24,postgraduate,no
P017,4,4,gain,0.25,100,0,15.0,-10.0,False,gamble,25-34,undergraduate,yes
P031,19,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,undergraduate,no
P034,15,28,loss,0.75,0,100,-85.0,10.0,False,certain,25-34,undergraduate,no
P012,20,16,gain,0.5,100,0,120.0,,True,certain,18-24,other,no
P032,24,28,loss,0.75,0,100,-85.0,10.0,False,gamble,18-24,postgraduate,yes
P050,10,9,gain,0.5,100,0,60.0,10.0,False,gamble,45+,undergraduate,yes
P026,7,23,loss,0.5,0,100,-40.0,-10.0,False,gamble,18-24,undergraduate,yes
P002,17,11,gain,0.75,100,0,75.0,0.0,False,gamble,18-24,postgraduate,no
P038,17,12,gain,0.75,100,0,85.0,10.0,False,certain,18-24,postgraduate,no
P040,32,12,gain,0.75,100,0,85.0,10.0,False,gamble,25-34,undergraduate,yes
P021,10,5,gain,0.25,100,0,25.0,0.0,False,gamble,35-44,undergraduate,yes
P036,28,8,gain,0.5,100,0,50.0,0.0,False,certain,18-24,postgraduate,yes
P004,19,21,loss,0.25,0,100,-25.0,0.0,False,gamble,18-24,undergraduate,no
P019,6,15,gain,0.9,100,0,100.0,10.0,False,certain,18-24,other,no
P036,9,2,gain,0.1,100,0,10.0,0.0,False,certain,18-24,postgraduate,yes
P052,31,19,loss,0.1,0,100,-20.0,10.0,False,gamble,45+,undergraduate,yes
P041,22,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,undergraduate,no
P012,5,1,gain,0.1,100,0,0.0,-10.0,False,gamble,18-24,other,no
P008,5,19,loss,0.1,0,100,-20.0,10.0,False,gamble,18-24,postgraduate,no
P020,9,22,loss,0.25,0,100,-35.0,10.0,False,gamble,18-24,undergraduate,no
P003,9,11,gain,0.75,100,0,75.0,0.0,False,gamble,18-24,other,yes
P010,3,4,gain,0.25,100,0,15.0,-10.0,False,gamble,25-34,undergraduate,yes
P044,7,18,loss,0.1,0,100,-10.0,0.0,False,certain,45+,undergraduate,no
P015,28,7,gain,0.5,100,0,40.0,-10.0,False,gamble,18-24,undergraduate,no
P006,10,31,loss,0.9,0,100,-100.0,10.0,False,certain,25-34,undergraduate,no
P008,13,7,gain,0.5,100,0,40.0,-10.0,False,certain,18-24,postgraduate,no
P059,3,8,gain,0.5,100,0,50.0,0.0,False,certain,25-34,postgraduate,no
P034,12,31,loss,0.9,0,100,-100.0,10.0,False,gamble,25-34,undergraduate,no
P008,24,1,gain,0.1,100,0,0.0,-10.0,False,gamble,18-24,postgraduate,no
P042,3,30,loss,0.9,0,100,-90.0,0.0,False,gamble,35-44,undergraduate,yes
P005,23,2,gain,0.1,100,0,10.0,0.0,False,certain,25-34,postgraduate,no
P014,28,8,gain,0.5,100,0,50.0,0.0,False,gamble,18-24,postgraduate,no
P013,24,7,gain,0.5,100,0,40.0,-10.0,False,certain,18-24,postgraduate,yes
P053,19,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,undergraduate,no
P036,22,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,postgraduate,yes
P046,30,30,loss,0.9,0,100,-90.0,0.0,False,certain,25-34,postgraduate,yes
P019,11,30,loss,0.9,0,100,-90.0,0.0,False,gamble,18-24,other,no
P046,12,8,gain,0.5,100,0,50.0,0.0,False,gamble,25-34,postgraduate,yes
P056,26,9,gain,0.5,100,0,60.0,10.0,False,certain,18-24,undergraduate,yes
P011,5,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,undergraduate,no
P004,4,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,undergraduate,no
P011,31,18,loss,0.1,0,100,-10.0,0.0,False,gamble,18-24,undergraduate,no
P053,24,15,gain,0.9,100,0,100.0,10.0,False,certain,18-24,undergraduate,no
P030,26,2,gain,0.1,100,0,10.0,0.0,False,gamble,35-44,undergraduate,no
P014,7,1,gain,0.1,100,0,0.0,-10.0,False,gamble,18-24,postgraduate,no
P039,10,2,gain,0.1,100,0,10.0,0.0,False,gamble,25-34,undergraduate,no
P040,12,13,gain,0.9,100,0,80.0,-10.0,False,gamble,25-34,undergraduate,yes
P006,29,24,loss,0.5,0,100,-50.0,0.0,False,certain,25-34,undergraduate,no
P054,29,26,loss,0.75,0,100,-65.0,-10.0,False,certain,35-44,postgraduate,no
P013,28,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,postgraduate,yes
P057,24,10,gain,0.75,100,0,65.0,-10.0,False,gamble,18-24,postgraduate,no
P014,10,11,gain,0.75,100,0,75.0,0.0,False,certain,18-24,postgraduate,no
P006,1,26,loss,0.75,0,100,-65.0,-10.0,False,certain,25-34,undergraduate,no
P001,31,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,undergraduate,no
P038,27,1,gain,0.1,100,0,0.0,-10.0,False,gamble,18-24,postgraduate,no
P005,4,19,loss,0.1,0,100,-20.0,10.0,False,gamble,25-34,postgraduate,no
P004,26,22,loss,0.25,0,100,-35.0,10.0,False,gamble,18-24,undergraduate,no
P054,7,4,gain,0.25,100,0,15.0,-10.0,False,gamble,35-44,postgraduate,no
P009,13,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,postgraduate,yes
P015,24,24,loss,0.5,0,100,-50.0,0.0,False,gamble,18-24,undergraduate,no
P025,3,4,gain,0.25,100,0,15.0,-10.0,False,certain,35-44,undergraduate,yes
P022,15,29,loss,0.9,0,100,-80.0,-10.0,False,certain,18-24,undergraduate,no
P007,17,19,loss,0.1,0,100,-20.0,10.0,False,certain,25-34,undergraduate,yes
P037,18,2,gain,0.1,100,0,10.0,0.0,False,gamble,25-34,undergraduate,no
P004,16,7,gain,0.5,100,0,40.0,-10.0,False,certain,18-24,undergraduate,no
P055,3,14,gain,0.9,100,0,90.0,0.0,False,gamble,18-24,undergraduate,no
P034,14,10,gain,0.75,100,0,65.0,-10.0,False,gamble,25-34,undergraduate,no
P042,18,12,gain,0.75,100,0,85.0,10.0,False,certain,35-44,undergraduate,yes
P022,22,2,gain,0.1,100,0,10.0,0.0,False,gamble,18-24,undergraduate,no
P028,6,12,gain,0.75,100,0,85.0,10.0,False,certain,18-24,postgraduate,no
P040,16,20,loss,0.25,0,100,-15.0,-10.0,False,certain,25-34,undergraduate,yes
P005,7,12,gain,0.75,100,0,85.0,10.0,False,certain,25-34,postgraduate,no
P028,13,10,gain,0.75,100,0,65.0,-10.0,False,gamble,18-24,postgraduate,no
P009,16,19,loss,0.1,0,100,-20.0,10.0,False,gamble,18-24,postgraduate,yes
P043,1,5,gain,0.25,100,0,25.0,0.0,False,gamble,35-44,undergraduate,yes
P013,6,2,gain,0.1,100,0,10.0,0.0,False,certain,18-24,postgraduate,yes
P008,9,6,gain,0.25,100,0,35.0,10.0,False,certain,18-24,postgraduate,no
P035,32,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,postgraduate,yes
P008,16,12,gain,0.75,100,0,85.0,10.0,False,gamble,18-24,postgraduate,no
P043,8,1,gain,0.1,100,0,0.0,-10.0,False,gamble,35-44,undergraduate,yes
P023,6,15,gain,0.9,100,0,100.0,10.0,False,certain,18-24,postgraduate,yes
P015,10,2,gain,0.1,100,0,10.0,0.0,False,gamble,18-24,undergraduate,no
P037,20,6,gain,0.25,100,0,35.0,10.0,False,certain,25-34,undergraduate,no
P008,23,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,postgraduate,no
P007,3,4,gain,0.25,100,0,15.0,-10.0,False,gamble,25-34,undergraduate,yes
P022,7,4,gain,0.25,100,0,15.0,-10.0,False,certain,18-24,undergraduate,no
P059,11,16,gain,0.5,100,0,120.0,,True,gamble,25-34,postgraduate,no
P054,24,18,loss,0.1,0,100,-10.0,0.0,False,certain,35-44,postgraduate,no
P050,13,13,gain,0.9,100,0,80.0,-10.0,False,certain,45+,undergraduate,yes
P010,17,23,loss,0.5,0,100,-40.0,-10.0,False,certain,25-34,undergraduate,yes
P030,32,1,gain,0.1,100,0,0.0,-10.0,False,gamble,35-44,undergraduate,no
P043,27,12,gain,0.75,100,0,85.0,10.0,False,certain,35-44,undergraduate,yes
P023,15,31,loss,0.9,0,100,-100.0,10.0,False,gamble,18-24,postgraduate,yes
P021,9,22,loss,0.25,0,100,-35.0,10.0,False,gamble,35-44,undergraduate,yes
P044,15,30,loss,0.9,0,100,-90.0,0.0,False,gamble,45+,undergraduate,no
P039,8,30,loss,0.9,0,100,-90.0,0.0,False,certain,25-34,undergraduate,no
P015,11,14,gain,0.9,100,0,90.0,0.0,False,certain,18-24,undergraduate,no
P031,12,10,gain,0.75,100,0,65.0,-10.0,False,gamble,18-24,undergraduate,no
P040,19,25,loss,0.5,0,100,-60.0,10.0,False,gamble,25-34,undergraduate,yes
P037,17,28,loss,0.75,0,100,-85.0,10.0,False,certain,25-34,undergraduate,no
P053,3,30,loss,0.9,0,100,-90.0,0.0,False,certain,18-24,undergraduate,no
P049,13,27,loss,0.75,0,100,-75.0,0.0,False,certain,18-24,undergraduate,no
P053,13,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,undergraduate,no
P027,10,5,gain,0.25,100,0,25.0,0.0,False,certain,18-24,undergraduate,no
P011,8,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,undergraduate,no
P030,6,7,gain,0.5,100,0,40.0,-10.0,False,gamble,35-44,undergraduate,no
P012,26,29,loss,0.9,0,100,-80.0,-10.0,False,gamble,18-24,other,no
P016,30,11,gain,0.75,100,0,75.0,0.0,False,gamble,18-24,undergraduate,no
P027,28,1,gain,0.1,100,0,0.0,-10.0,False,gamble,18-24,undergraduate,no
P008,21,20,loss,0.25,0,100,-15.0,-10.0,False,certain,18-24,postgraduate,no
P011,2,27,loss,0.75,0,100,-75.0,0.0,False,certain,18-24,undergraduate,no
P019,28,29,loss,0.9,0,100,-80.0,-10.0,False,gamble,18-24,other,no
P004,12,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,undergraduate,no
P014,12,30,loss,0.9,0,100,-90.0,0.0,False,certain,18-24,postgraduate,no
P047,28,15,gain,0.9,100,0,100.0,10.0,False,certain,18-24,undergraduate,no
P038,21,3,gain,0.1,100,0,20.0,10.0,False,gamble,18-24,postgraduate,no
P019,3,7,gain,0.5,100,0,40.0,-10.0,False,gamble,18-24,other,no
P020,3,16,gain,0.5,100,0,120.0,,True,certain,18-24,undergraduate,no
P001,7,10,gain,0.75,100,0,65.0,-10.0,False,gamble,18-24,undergraduate,no
P020,8,20,loss,0.25,0,100,-15.0,-10.0,False,certain,18-24,undergraduate,no
P044,22,16,gain,0.5,100,0,120.0,,True,certain,45+,undergraduate,no
P046,14,10,gain,0.75,100,0,65.0,-10.0,False,certain,25-34,postgraduate,yes
P030,29,15,gain,0.9,100,0,100.0,10.0,False,gamble,35-44,undergraduate,no
P041,3,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,undergraduate,no
P055,9,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,undergraduate,no
P019,31,20,loss,0.25,0,100,-15.0,-10.0,False,certain,18-24,other,no
P021,32,25,loss,0.5,0,100,-60.0,10.0,False,certain,35-44,undergraduate,yes
P053,14,19,loss,0.1,0,100,-20.0,10.0,False,gamble,18-24,undergraduate,no
P042,7,8,gain,0.5,100,0,50.0,0.0,False,gamble,35-44,undergraduate,yes
P008,12,10,gain,0.75,100,0,65.0,-10.0,False,gamble,18-24,postgraduate,no
P029,32,6,gain,0.25,100,0,35.0,10.0,False,certain,18-24,postgraduate,yes
P058,5,7,gain,0.5,100,0,40.0,-10.0,False,gamble,25-34,undergraduate,no
P055,26,32,loss,0.5,0,100,0.0,,True,certain,18-24,undergraduate,no
P011,24,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,undergraduate,no
P024,8,4,gain,0.25,100,0,15.0,-10.0,False,gamble,45+,undergraduate,no
P046,25,18,loss,0.1,0,100,-10.0,0.0,False,certain,25-34,postgraduate,yes
P026,12,9,gain,0.5,100,0,60.0,10.0,False,certain,18-24,undergraduate,yes
P035,10,30,loss,0.9,0,100,-90.0,0.0,False,gamble,18-24,postgraduate,yes
P042,6,15,gain,0.9,100,0,100.0,10.0,False,gamble,35-44,undergraduate,yes
P020,28,2,gain,0.1,100,0,10.0,0.0,False,gamble,18-24,undergraduate,no
P046,19,32,loss,0.5,0,100,0.0,,True,certain,25-34,postgraduate,yes
P010,14,32,loss,0.5,0,100,0.0,,True,certain,25-34,undergraduate,yes
P055,1,11,gain,0.75,100,0,75.0,0.0,False,gamble,18-24,undergraduate,no
P050,7,26,loss,0.75,0,100,-65.0,-10.0,False,certain,45+,undergraduate,yes
P027,25,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,undergraduate,no
P049,21,15,gain,0.9,100,0,100.0,10.0,False,gamble,18-24,undergraduate,no
P012,6,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,other,no
P048,15,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,other,yes
P017,18,13,gain,0.9,100,0,80.0,-10.0,False,certain,25-34,undergraduate,yes
P017,25,28,loss,0.75,0,100,-85.0,10.0,False,gamble,25-34,undergraduate,yes
P039,22,24,loss,0.5,0,100,-50.0,0.0,False,certain,25-34,undergraduate,no
P028,7,20,loss,0.25,0,100,-15.0,-10.0,False,gamble,18-24,postgraduate,no
P046,20,4,gain,0.25,100,0,15.0,-10.0,False,gamble,25-34,postgraduate,yes
P046,15,29,loss,0.9,0,100,-80.0,-10.0,False,certain,25-34,postgraduate,yes
P031,17,12,gain,0.75,100,0,85.0,10.0,False,certain,18-24,undergraduate,no
P001,2,20,loss,0.25,0,100,-15.0,-10.0,False,certain,18-24,undergraduate,no
P011,16,30,loss,0.9,0,100,-90.0,0.0,False,certain,18-24,undergraduate,no
P046,11,22,loss,0.25,0,100,-35.0,10.0,False,gamble,25-34,postgraduate,yes
P054,30,7,gain,0.5,100,0,40.0,-10.0,False,gamble,35-44,postgraduate,no
P022,14,1,gain,0.1,100,0,0.0,-10.0,False,certain,18-24,undergraduate,no
P059,24,22,loss,0.25,0,100,-35.0,10.0,False,certain,25-34,postgraduate,no
P057,20,19,loss,0.1,0,100,-20.0,10.0,False,certain,18-24,postgraduate,no
P050,16,16,gain,0.5,100,0,120.0,,True,certain,45+,undergraduate,yes
P027,7,22,loss,0.25,0,100,-35.0,10.0,False,gamble,18-24,undergraduate,no
P006,28,9,gain,0.5,100,0,60.0,10.0,False,gamble,25-34,undergraduate,no
P058,16,9,gain,0.5,100,0,60.0,10.0,False,gamble,25-34,undergraduate,no
P008,8,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,postgraduate,no
P049,18,29,loss,0.9,0,100,-80.0,-10.0,False,certain,18-24,undergraduate,no
P029,5,5,gain,0.25,100,0,25.0,0.0,False,certain,18-24,postgraduate,yes
P008,25,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,postgraduate,no
P027,12,9,gain,0.5,100,0,60.0,10.0,False,certain,18-24,undergraduate,no
P029,26,28,loss,0.75,0,100,-85.0,10.0,False,gamble,18-24,postgraduate,yes
P051,5,1,gain,0.1,100,0,0.0,-10.0,False,gamble,25-34,undergraduate,yes
P033,31,28,loss,0.75,0,100,-85.0,10.0,False,certain,45+,postgraduate,no
P051,11,29,loss,0.9,0,100,-80.0,-10.0,False,certain,25-34,undergraduate,yes
P028,29,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,postgraduate,no
P028,11,19,loss,0.1,0,100,-20.0,10.0,False,gamble,18-24,postgraduate,no
P006,27,6,gain,0.25,100,0,35.0,10.0,False,certain,25-34,undergraduate,no
P024,10,21,loss,0.25,0,100,-25.0,0.0,False,certain,45+,undergraduate,no
P023,27,9,gain,0.5,100,0,60.0,10.0,False,gamble,18-24,postgraduate,yes
P037,28,5,gain,0.25,100,0,25.0,0.0,False,certain,25-34,undergraduate,no
P019,25,18,loss,0.1,0,100,-10.0,0.0,False,certain,18-24,other,no
P059,9,31,loss,0.9,0,100,-100.0,10.0,False,certain,25-34,postgraduate,no
P035,1,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,postgraduate,yes
P008,29,30,loss,0.9,0,100,-90.0,0.0,False,certain,18-24,postgraduate,no
P049,11,1,gain,0.1,100,0,0.0,-10.0,False,gamble,18-24,undergraduate,no
P010,29,29,loss,0.9,0,100,-80.0,-10.0,False,certain,25-34,undergraduate,yes
P027,19,24,loss,0.5,0,100,-50.0,0.0,False,certain,18-24,undergraduate,no
P021,17,4,gain,0.25,100,0,15.0,-10.0,False,gamble,35-44,undergraduate,yes
P004,28,29,loss,0.9,0,100,-80.0,-10.0,False,certain,18-24,undergraduate,no
P030,15,24,loss,0.5,0,100,-50.0,0.0,False,certain,35-44,undergraduate,no
P036,14,12,gain,0.75,100,0,85.0,10.0,False,certain,18-24,postgraduate,yes
P026,21,8,gain,0.5,100,0,50.0,0.0,False,certain,18-24,undergraduate,yes
P024,21,31,loss,0.9,0,100,-100.0,10.0,False,gamble,45+,undergraduate,no
P017,6,29,loss,0.9,0,100,-80.0,-10.0,False,certain,25-34,undergraduate,yes
P032,18,32,loss,0.5,0,100,0.0,,True,certain,18-24,postgraduate,yes
P008,20,29,loss,0.9,0,100,-80.0,-10.0,False,certain,18-24,postgraduate,no
P039,3,22,loss,0.25,0,100,-35.0,10.0,False,gamble,25-34,undergraduate,no
P015,1,19,loss,0.1,0,100,-20.0,10.0,False,gamble,18-24,undergraduate,no
P039,29,26,loss,0.75,0,100,-65.0,-10.0,False,certain,25-34,undergraduate,no
P041,24,10,gain,0.75,100,0,65.0,-10.0,False,gamble,18-24,undergraduate,no
P038,9,18,loss,0.1,0,100,-10.0,0.0,False,gamble,18-24,postgraduate,no
P020,1,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,undergraduate,no
P040,6,1,gain,0.1,100,0,0.0,-10.0,False,gamble,25-34,undergraduate,yes
P037,4,4,gain,0.25,100,0,15.0,-10.0,False,gamble,25-34,undergraduate,no
P015,30,22,loss,0.25,0,100,-35.0,10.0,False,gamble,18-24,undergraduate,no
P009,7,5,gain,0.25,100,0,25.0,0.0,False,gamble,18-24,postgraduate,yes
P002,26,7,gain,0.5,100,0,40.0,-10.0,False,gamble,18-24,postgraduate,no
P014,14,19,loss,0.1,0,100,-20.0,10.0,False,certain,18-24,postgraduate,no
P008,26,31,loss,0.9,0,100,-100.0,10.0,False,gamble,18-24,postgraduate,no
P031,13,6,gain,0.25,100,0,35.0,10.0,False,certain,18-24,undergraduate,no
P001,20,13,gain,0.9,100,0,80.0,-10.0,False,gamble,18-24,undergraduate,no
P043,3,23,loss,0.5,0,100,-40.0,-10.0,False,certain,35-44,undergraduate,yes
P060,20,18,loss,0.1,0,100,-10.0,0.0,False,gamble,25-34,postgraduate,no
P033,24,19,loss,0.1,0,100,-20.0,10.0,False,gamble,45+,postgraduate,no
P024,24,23,loss,0.5,0,100,-40.0,-10.0,False,certain,45+,undergraduate,no
P016,6,7,gain,0.5,100,0,40.0,-10.0,False,certain,18-24,undergraduate,no
P013,19,18,loss,0.1,0,100,-10.0,0.0,False,gamble,18-24,postgraduate,yes
P033,32,18,loss,0.1,0,100,-10.0,0.0,False,certain,45+,postgraduate,no
P012,2,6,gain,0.25,100,0,35.0,10.0,False,certain,18-24,other,no
P056,16,1,gain,0.1,100,0,0.0,-10.0,False,certain,18-24,undergraduate,yes
P023,10,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,postgraduate,yes
P052,28,8,gain,0.5,100,0,50.0,0.0,False,gamble,45+,undergraduate,yes
P033,12,5,gain,0.25,100,0,25.0,0.0,False,gamble,45+,postgraduate,no
P002,20,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,postgraduate,no
P029,16,15,gain,0.9,100,0,100.0,10.0,False,certain,18-24,postgraduate,yes
