participant_id,trial_number,trial_id,domain,probability,gain,loss,certain_amount,certain_offset,is_dominance_check,choice
P044,7,18,loss,0.1,0,100,-10.0,0.0,False,certain
P015,28,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P006,10,31,loss,0.9,0,100,-100.0,10.0,False,certain
P008,13,7,gain,0.5,100,0,40.0,-10.0,False,certain
P059,3,8,gain,0.5,100,0,50.0,0.0,False,certain
P034,12,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P008,24,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P042,3,30,loss,0.9,0,100,-90.0,0.0,False,gamble
P005,23,2,gain,0.1,100,0,10.0,0.0,False,certain
P014,28,8,gain,0.5,100,0,50.0,0.0,False,gamble
P013,24,7,gain,0.5,100,0,40.0,-10.0,False,certain
P053,19,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P036,22,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P046,30,30,loss,0.9,0,100,-90.0,0.0,False,certain
P019,11,30,loss,0.9,0,100,-90.0,0.0,False,gamble
P046,12,8,gain,0.5,100,0,50.0,0.0,False,gamble
P056,26,9,gain,0.5,100,0,60.0,10.0,False,certain
P011,5,17,loss,0.1,0,100,0.0,-10.0,False,certain
P004,4,17,loss,0.1,0,100,0.0,-10.0,False,certain
P011,31,18,loss,0.1,0,100,-10.0,0.0,False,gamble
P053,24,15,gain,0.9,100,0,100.0,10.0,False,certain
P030,26,2,gain,0.1,100,0,10.0,0.0,False,gamble
P014,7,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P039,10,2,gain,0.1,100,0,10.0,0.0,False,gamble
P040,12,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P006,29,24,loss,0.5,0,100,-50.0,0.0,False,certain
P054,29,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P013,28,17,loss,0.1,0,100,0.0,-10.0,False,certain
P057,24,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P014,10,11,gain,0.75,100,0,75.0,0.0,False,certain
P006,1,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P001,31,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P038,27,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P005,4,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P004,26,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P054,7,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P042,12,1,gain,0.1,100,0,0.0,-10.0,False,
P009,13,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P015,24,24,loss,0.5,0,100,-50.0,0.0,False,gamble
P025,3,4,gain,0.25,100,0,15.0,-10.0,False,certain
P022,15,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P007,17,19,loss,0.1,0,100,-20.0,10.0,False,certain
P037,18,2,gain,0.1,100,0,10.0,0.0,False,gamble
P004,16,7,gain,0.5,100,0,40.0,-10.0,False,certain
P055,3,14,gain,0.9,100,0,90.0,0.0,False,gamble
P034,14,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P042,18,12,gain,0.75,100,0,85.0,10.0,False,certain
P022,22,2,gain,0.1,100,0,10.0,0.0,False,gamble
P028,6,12,gain,0.75,100,0,85.0,10.0,False,certain
P040,16,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P005,7,12,gain,0.75,100,0,85.0,10.0,False,certain
P028,13,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P009,16,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P043,1,5,gain,0.25,100,0,25.0,0.0,False,gamble
P013,6,2,gain,0.1,100,0,10.0,0.0,False,certain
P008,9,6,gain,0.25,100,0,35.0,10.0,False,certain
P035,32,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P008,16,12,gain,0.75,100,0,85.0,10.0,False,gamble
P043,8,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P023,6,15,gain,0.9,100,0,100.0,10.0,False,certain
P015,10,2,gain,0.1,100,0,10.0,0.0,False,gamble
P037,20,6,gain,0.25,100,0,35.0,10.0,False,certain
P008,23,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P007,3,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P022,7,4,gain,0.25,100,0,15.0,-10.0,False,certain
P059,11,16,gain,0.5,100,0,120.0,,True,gamble
P054,24,18,loss,0.1,0,100,-10.0,0.0,False,certain
P050,13,13,gain,0.9,100,0,80.0,-10.0,False,certain
P010,17,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P030,32,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P043,27,12,gain,0.75,100,0,85.0,10.0,False,certain
P023,15,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P021,9,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P044,15,30,loss,0.9,0,100,-90.0,0.0,False,gamble
P035,29,16,gain,0.5,100,0,120.0,,True,certain
P039,8,30,loss,0.9,0,100,-90.0,0.0,False,certain
P015,11,14,gain,0.9,100,0,90.0,0.0,False,certain
P031,12,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P040,19,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P006,3,23,loss,0.5,0,100,-40.0,-10.0,False,
P037,17,28,loss,0.75,0,100,-85.0,10.0,False,certain
P053,3,30,loss,0.9,0,100,-90.0,0.0,False,certain
P049,13,27,loss,0.75,0,100,-75.0,0.0,False,certain
P053,13,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P016,8,5,gain,0.25,100,0,25.0,0.0,False,gamble
P027,10,5,gain,0.25,100,0,25.0,0.0,False,certain
P011,8,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P030,6,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P012,26,29,loss,0.9,0,100,-80.0,-10.0,False,gamble
P016,30,11,gain,0.75,100,0,75.0,0.0,False,gamble
P027,28,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P008,21,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P011,2,27,loss,0.75,0,100,-75.0,0.0,False,certain
P019,28,29,loss,0.9,0,100,-80.0,-10.0,False,gamble
P004,12,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P014,12,30,loss,0.9,0,100,-90.0,0.0,False,certain
P047,28,15,gain,0.9,100,0,100.0,10.0,False,certain
P038,21,3,gain,0.1,100,0,20.0,10.0,False,gamble
P019,3,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P020,3,16,gain,0.5,100,0,120.0,,True,certain
P001,7,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P020,8,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P044,22,16,gain,0.5,100,0,120.0,,True,certain
P046,14,10,gain,0.75,100,0,65.0,-10.0,False,certain
P030,29,15,gain,0.9,100,0,100.0,10.0,False,gamble
P041,3,21,loss,0.25,0,100,-25.0,0.0,False,certain
P055,9,17,loss,0.1,0,100,0.0,-10.0,False,certain
P019,31,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P021,32,25,loss,0.5,0,100,-60.0,10.0,False,certain
P053,14,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P042,7,8,gain,0.5,100,0,50.0,0.0,False,gamble
P008,12,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P029,32,6,gain,0.25,100,0,35.0,10.0,False,certain
P058,5,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P055,26,32,loss,0.5,0,100,0.0,,True,certain
P011,24,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P024,8,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P046,25,18,loss,0.1,0,100,-10.0,0.0,False,certain
P026,12,9,gain,0.5,100,0,60.0,10.0,False,certain
P035,10,30,loss,0.9,0,100,-90.0,0.0,False,gamble
P042,6,15,gain,0.9,100,0,100.0,10.0,False,gamble
P020,28,2,gain,0.1,100,0,10.0,0.0,False,gamble
P046,19,32,loss,0.5,0,100,0.0,,True,certain
P010,14,32,loss,0.5,0,100,0.0,,True,certain
P055,1,11,gain,0.75,100,0,75.0,0.0,False,gamble
P050,7,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P027,25,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P049,21,15,gain,0.9,100,0,100.0,10.0,False,gamble
P012,6,21,loss,0.25,0,100,-25.0,0.0,False,certain
P048,15,21,loss,0.25,0,100,-25.0,0.0,False,certain
P017,18,13,gain,0.9,100,0,80.0,-10.0,False,certain
P017,25,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P039,22,24,loss,0.5,0,100,-50.0,0.0,False,certain
P028,7,20,loss,0.25,0,100,-15.0,-10.0,False,gamble
P046,20,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P046,15,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P031,17,12,gain,0.75,100,0,85.0,10.0,False,certain
P001,2,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P011,16,30,loss,0.9,0,100,-90.0,0.0,False,certain
P046,11,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P054,30,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P022,14,1,gain,0.1,100,0,0.0,-10.0,False,certain
P059,24,22,loss,0.25,0,100,-35.0,10.0,False,certain
P057,20,19,loss,0.1,0,100,-20.0,10.0,False,certain
P050,16,16,gain,0.5,100,0,120.0,,True,certain
P027,7,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P006,28,9,gain,0.5,100,0,60.0,10.0,False,gamble
P058,16,9,gain,0.5,100,0,60.0,10.0,False,gamble
P008,8,21,loss,0.25,0,100,-25.0,0.0,False,certain
P049,18,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P029,5,5,gain,0.25,100,0,25.0,0.0,False,certain
P008,25,17,loss,0.1,0,100,0.0,-10.0,False,certain
P027,12,9,gain,0.5,100,0,60.0,10.0,False,certain
P029,26,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P051,5,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P033,31,28,loss,0.75,0,100,-85.0,10.0,False,certain
P051,11,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P028,29,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P028,11,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P006,27,6,gain,0.25,100,0,35.0,10.0,False,certain
P024,10,21,loss,0.25,0,100,-25.0,0.0,False,certain
P023,27,9,gain,0.5,100,0,60.0,10.0,False,gamble
P037,28,5,gain,0.25,100,0,25.0,0.0,False,certain
P019,25,18,loss,0.1,0,100,-10.0,0.0,False,certain
P059,9,31,loss,0.9,0,100,-100.0,10.0,False,certain
P035,1,17,loss,0.1,0,100,0.0,-10.0,False,certain
P008,29,30,loss,0.9,0,100,-90.0,0.0,False,certain
P049,11,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P054,4,24,loss,0.5,0,100,-50.0,0.0,False,certain
P010,29,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P027,19,24,loss,0.5,0,100,-50.0,0.0,False,certain
P021,17,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P004,28,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P030,15,24,loss,0.5,0,100,-50.0,0.0,False,certain
P036,14,12,gain,0.75,100,0,85.0,10.0,False,certain
P026,21,8,gain,0.5,100,0,50.0,0.0,False,certain
P024,21,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P017,6,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P032,18,32,loss,0.5,0,100,0.0,,True,certain
P008,20,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P039,3,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P015,1,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P039,29,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P041,24,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P038,9,18,loss,0.1,0,100,-10.0,0.0,False,gamble
P020,1,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P040,6,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P037,4,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P015,30,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P009,7,5,gain,0.25,100,0,25.0,0.0,False,gamble
P002,26,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P014,14,19,loss,0.1,0,100,-20.0,10.0,False,certain
P008,26,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P031,13,6,gain,0.25,100,0,35.0,10.0,False,certain
P001,20,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P043,3,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P060,20,18,loss,0.1,0,100,-10.0,0.0,False,gamble
P033,24,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P024,24,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P016,6,7,gain,0.5,100,0,40.0,-10.0,False,certain
P013,19,18,loss,0.1,0,100,-10.0,0.0,False,gamble
P033,32,18,loss,0.1,0,100,-10.0,0.0,False,certain
P012,2,6,gain,0.25,100,0,35.0,10.0,False,certain
P056,16,1,gain,0.1,100,0,0.0,-10.0,False,certain
P023,10,17,loss,0.1,0,100,0.0,-10.0,False,certain
P052,28,8,gain,0.5,100,0,50.0,0.0,False,gamble
P033,12,5,gain,0.25,100,0,25.0,0.0,False,gamble
P002,20,21,loss,0.25,0,100,-25.0,0.0,False,certain
P029,16,15,gain,0.9,100,0,100.0,10.0,False,certain
P035,20,3,gain,0.1,100,0,20.0,10.0,False,certain
P018,27,2,gain,0.1,100,0,10.0,0.0,False,certain
P021,28,21,loss,0.25,0,100,-25.0,0.0,False,certain
P022,18,24,loss,0.5,0,100,-50.0,0.0,False,gamble
P035,14,27,loss,0.75,0,100,-75.0,0.0,False,certain
P029,3,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P049,17,25,loss,0.5,0,100,-60.0,10.0,False,certain
P057,3,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P045,10,22,loss,0.25,0,100,-35.0,10.0,False,certain
P002,11,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P052,30,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P056,17,21,loss,0.25,0,100,-25.0,0.0,False,certain
P036,12,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P045,12,30,loss,0.9,0,100,-90.0,0.0,False,gamble
P037,5,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P047,4,20,loss,0.25,0,100,-15.0,-10.0,False,gamble
P012,12,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P008,4,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P029,13,13,gain,0.9,100,0,80.0,-10.0,False,certain
P044,1,6,gain,0.25,100,0,35.0,10.0,False,certain
P022,4,15,gain,0.9,100,0,100.0,10.0,False,certain
P053,20,9,gain,0.5,100,0,60.0,10.0,False,certain
P005,25,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P012,1,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P026,22,15,gain,0.9,100,0,100.0,10.0,False,gamble
P052,16,23,loss,0.5,0,100,-40.0,-10.0,False,gamble
P049,14,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P004,24,13,gain,0.9,100,0,80.0,-10.0,False,certain
P048,1,30,loss,0.9,0,100,-90.0,0.0,False,gamble
P053,18,12,gain,0.75,100,0,85.0,10.0,False,gamble
P027,32,21,loss,0.25,0,100,-25.0,0.0,False,gamble
P045,8,9,gain,0.5,100,0,60.0,10.0,False,certain
P044,16,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P017,31,11,gain,0.75,100,0,75.0,0.0,False,gamble
P059,22,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P007,10,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P043,10,24,loss,0.5,0,100,-50.0,0.0,False,certain
P003,1,9,gain,0.5,100,0,60.0,10.0,False,gamble
P031,31,5,gain,0.25,100,0,25.0,0.0,False,gamble
P006,19,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P047,11,30,loss,0.9,0,100,-90.0,0.0,False,gamble
P034,13,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P055,16,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P034,16,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P019,17,10,gain,0.75,100,0,65.0,-10.0,False,certain
P025,24,9,gain,0.5,100,0,60.0,10.0,False,gamble
P011,19,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P027,20,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P054,5,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P012,9,3,gain,0.1,100,0,20.0,10.0,False,certain
P043,6,15,gain,0.9,100,0,100.0,10.0,False,certain
P056,19,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P051,17,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P019,12,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P054,21,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P022,31,12,gain,0.75,100,0,85.0,10.0,False,certain
P048,12,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P040,23,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P004,2,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P009,28,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P022,6,21,loss,0.25,0,100,-25.0,0.0,False,certain
P026,32,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P049,15,2,gain,0.1,100,0,10.0,0.0,False,certain
P027,9,27,loss,0.75,0,100,-75.0,0.0,False,certain
P027,30,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P060,7,29,loss,0.9,0,100,-80.0,-10.0,False,gamble
P014,27,32,loss,0.5,0,100,0.0,,True,certain
P039,1,19,loss,0.1,0,100,-20.0,10.0,False,certain
P006,4,14,gain,0.9,100,0,90.0,0.0,False,certain
P040,4,7,gain,0.5,100,0,40.0,-10.0,False,certain
P014,9,3,gain,0.1,100,0,20.0,10.0,False,certain
P032,6,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P046,18,12,gain,0.75,100,0,85.0,10.0,False,certain
P047,29,14,gain,0.9,100,0,90.0,0.0,False,gamble
P039,25,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P028,28,2,gain,0.1,100,0,10.0,0.0,False,certain
P005,5,18,loss,0.1,0,100,-10.0,0.0,False,gamble
P024,26,17,loss,0.1,0,100,0.0,-10.0,False,certain
P019,9,11,gain,0.75,100,0,75.0,0.0,False,certain
P028,16,18,loss,0.1,0,100,-10.0,0.0,False,certain
P005,16,11,gain,0.75,100,0,75.0,0.0,False,certain
P050,4,12,gain,0.75,100,0,85.0,10.0,False,certain
P029,19,12,gain,0.75,100,0,85.0,10.0,False,certain
P055,8,16,gain,0.5,100,0,120.0,,True,certain
P058,25,32,loss,0.5,0,100,0.0,,True,certain
P055,5,22,loss,0.25,0,100,-35.0,10.0,False,certain
P036,23,31,loss,0.9,0,100,-100.0,10.0,False,certain
P012,29,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P043,12,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P010,27,30,loss,0.9,0,100,-90.0,0.0,False,certain
P054,3,2,gain,0.1,100,0,10.0,0.0,False,certain
P012,8,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P042,8,27,loss,0.75,0,100,,0.0,False,certain
P024,2,15,gain,0.9,100,0,100.0,10.0,False,certain
P031,4,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P053,8,3,gain,0.1,100,0,20.0,10.0,False,certain
P034,32,27,loss,0.75,0,100,-75.0,0.0,False,certain
P020,5,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P033,14,11,gain,0.75,100,0,75.0,0.0,False,gamble
P035,15,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P051,25,24,loss,0.5,0,100,-50.0,0.0,False,certain
P023,26,18,loss,0.1,0,100,-10.0,0.0,False,certain
P022,16,11,gain,0.75,100,0,75.0,0.0,False,gamble
P001,8,32,loss,0.5,0,100,0.0,,True,certain
P033,19,17,loss,0.1,0,100,0.0,-10.0,False,certain
P024,20,16,gain,0.5,100,0,120.0,,True,certain
P038,29,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P028,14,17,loss,0.1,0,100,0.0,-10.0,False,certain
P040,17,2,gain,0.1,100,0,10.0,0.0,False,gamble
P008,15,32,loss,0.5,0,100,0.0,,True,certain
P003,15,14,gain,0.9,100,0,90.0,0.0,False,gamble
P046,28,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P040,9,3,gain,0.1,100,0,20.0,10.0,False,certain
P029,4,21,loss,0.25,0,100,-25.0,0.0,False,certain
P004,21,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P011,4,7,gain,0.5,100,0,40.0,-10.0,False,certain
P060,12,3,gain,0.1,100,0,20.0,10.0,False,certain
P014,24,16,gain,0.5,100,0,120.0,,True,certain
P018,5,6,gain,0.25,100,0,35.0,10.0,False,gamble
P006,14,22,loss,0.25,0,100,-35.0,10.0,False,certain
P052,14,14,gain,0.9,100,0,90.0,0.0,False,gamble
P048,4,8,gain,0.5,100,0,50.0,0.0,False,gamble
P036,13,15,gain,0.9,100,0,100.0,10.0,False,gamble
P047,21,11,gain,0.75,100,0,75.0,0.0,False,certain
P052,22,6,gain,0.25,100,0,35.0,10.0,False,certain
P051,31,5,gain,0.25,100,0,25.0,0.0,False,gamble
P044,13,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P013,31,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P045,20,24,loss,0.5,0,100,-50.0,0.0,False,gamble
P037,32,9,gain,0.5,100,0,60.0,10.0,False,certain
P006,5,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P049,24,6,gain,0.25,100,0,35.0,10.0,False,gamble
P051,21,3,gain,0.1,100,0,20.0,10.0,False,gamble
P032,29,9,gain,0.5,100,0,60.0,10.0,False,gamble
P029,2,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P056,22,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P056,1,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P013,3,8,gain,0.5,100,0,50.0,0.0,False,gamble
P027,22,18,loss,0.1,0,100,-10.0,0.0,False,gamble
P004,27,15,gain,0.9,100,0,100.0,10.0,False,certain
P003,32,21,loss,0.25,0,100,-25.0,0.0,False,gamble
P043,14,27,loss,0.75,0,100,-75.0,0.0,False,certain
P002,14,18,loss,0.1,0,100,-10.0,0.0,False,certain
P049,23,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P057,29,2,gain,0.1,100,0,10.0,0.0,False,gamble
P043,20,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P012,31,8,gain,0.5,100,0,50.0,0.0,False,gamble
P038,11,29,loss,0.9,0,100,-80.0,-10.0,False,gamble
P024,28,18,loss,0.1,0,100,-10.0,0.0,False,certain
P042,17,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P006,31,8,gain,0.5,100,0,50.0,0.0,False,gamble
P037,6,27,loss,0.75,0,100,-75.0,0.0,False,certain
P023,24,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P053,9,8,gain,0.5,100,0,50.0,0.0,False,gamble
P039,27,18,loss,0.1,0,100,-10.0,0.0,False,certain
P002,7,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P050,3,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P043,31,21,loss,0.25,0,100,-25.0,0.0,False,certain
P008,32,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P003,28,8,gain,0.5,100,0,50.0,0.0,False,gamble
P023,22,19,loss,0.1,0,100,-20.0,10.0,False,certain
P022,26,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P050,26,2,gain,0.1,100,0,10.0,0.0,False,gamble
P035,18,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P032,27,2,gain,0.1,100,0,10.0,0.0,False,certain
P049,1,18,loss,0.1,0,100,-10.0,0.0,False,certain
P044,3,24,loss,0.5,0,100,-50.0,0.0,False,gamble
P027,24,3,gain,0.1,100,0,20.0,10.0,False,certain
P012,19,30,loss,0.9,0,100,-90.0,0.0,False,certain
P057,21,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P034,27,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P019,10,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P052,12,16,gain,0.5,100,0,120.0,,True,certain
P018,9,5,gain,0.25,100,0,25.0,0.0,False,gamble
P019,16,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P020,19,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P036,25,4,gain,0.25,100,0,15.0,-10.0,False,certain
P029,15,30,loss,0.9,0,100,-90.0,0.0,False,gamble
P025,25,16,gain,0.5,100,0,120.0,,True,certain
P014,8,24,loss,0.5,0,100,-50.0,0.0,False,certain
P011,28,3,gain,0.1,100,0,20.0,10.0,False,certain
P060,10,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P014,6,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P031,23,2,gain,0.1,100,0,10.0,0.0,False,certain
P031,14,32,loss,0.5,0,100,0.0,,True,certain
P046,4,6,gain,0.25,100,0,35.0,10.0,False,certain
P036,6,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P044,27,13,gain,0.9,100,0,80.0,-10.0,False,certain
P029,20,23,loss,0.5,0,100,-40.0,-10.0,False,
P050,25,30,loss,0.9,0,100,-90.0,0.0,False,certain
P010,9,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P058,15,3,gain,0.1,100,0,20.0,10.0,False,certain
P004,20,16,gain,0.5,100,0,120.0,,True,certain
P041,8,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P059,18,26,loss,0.75,0,100,-65.0,-10.0,False,gamble
P052,23,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P015,21,18,loss,0.1,0,100,-10.0,0.0,False,gamble
P022,17,7,gain,0.5,100,0,40.0,-10.0,False,certain
P009,24,32,loss,0.5,0,100,0.0,,True,gamble
P015,3,8,gain,0.5,100,0,50.0,0.0,False,
P017,28,15,gain,0.9,100,0,100.0,10.0,False,certain
P045,17,15,gain,0.9,100,0,100.0,10.0,False,gamble
P056,3,10,gain,0.75,100,0,65.0,-10.0,False,certain
P055,18,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P017,3,26,loss,0.75,0,100,-65.0,-10.0,False,gamble
P016,3,13,gain,0.9,100,0,80.0,-10.0,False,certain
P018,31,12,gain,0.75,100,0,85.0,10.0,False,certain
P036,29,13,gain,0.9,100,0,80.0,-10.0,False,certain
P035,28,9,gain,0.5,100,0,60.0,10.0,False,certain
P035,2,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P037,19,1,gain,0.1,100,0,0.0,-10.0,False,certain
P013,4,27,loss,0.75,0,100,-75.0,0.0,False,certain
P024,12,11,gain,0.75,100,0,75.0,0.0,False,gamble
P007,11,8,gain,0.5,100,0,50.0,0.0,False,gamble
P016,23,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P049,9,31,loss,0.9,0,100,-100.0,10.0,False,certain
P017,17,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P056,13,7,gain,0.5,100,0,40.0,-10.0,False,certain
P040,10,30,loss,0.9,0,100,-90.0,0.0,False,certain
P004,14,6,gain,0.25,100,0,35.0,10.0,False,certain
P005,15,6,gain,0.25,100,0,35.0,10.0,False,certain
P025,16,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P031,18,21,loss,0.25,0,100,-25.0,0.0,False,certain
P013,18,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P005,31,3,gain,0.1,100,0,20.0,10.0,False,certain
